id,year,decade,dimensions,medium,provenance,title,url,country,creditline,designer,designer_id,designer_url,designer_gender,image_b,image_s,css4_colors,color,area,y
18446703,1934.0,1930.0,100 × 62.5 cm (39 3/8 × 24 5/8 in.),lithograph on paper mounted on board,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum","Visit Your Museums, Natural History Museum",https://collection.cooperhewitt.org/objects/18446703/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65798_8a31ef7407bfe9ab_b.jpg,https://images.collection.cooperhewitt.org/65798_8a31ef7407bfe9ab_sq.jpg,"['#483d8b', '#8b4513', '#d2b48c', '#2f4f4f', '#cd853f']",#483d8b,6250.0,1
18446727,1931.0,1930.0,102 × 64.1 cm (40 3/16 × 25 1/4 in.),offset lithograph on paper mounted on board,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Travel in Comfort By Imperial Airways,https://collection.cooperhewitt.org/objects/18446727/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65108_bdc5611c1d4906de_b.jpg,https://images.collection.cooperhewitt.org/65108_bdc5611c1d4906de_sq.jpg,"['#c0c0c0', '#778899', '#2f4f4f', '#708090', '#a9a9a9']",#c0c0c0,6538.2,1
18446771,1932.0,1930.0,76.5 × 51 cm (30 1/8 × 20 1/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Lewis Carroll Centenary,https://collection.cooperhewitt.org/objects/18446771/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64307_caf990c22faa212a_b.jpg,https://images.collection.cooperhewitt.org/64307_caf990c22faa212a_sq.jpg,"['#a9a9a9', '#2f4f4f', '#a9a9a9', '#808080', '#696969']",#a9a9a9,3901.5,1
18446793,1939.0,1930.0,75.8 × 50.7 cm (29 13/16 × 19 15/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Festival of Music for the People,https://collection.cooperhewitt.org/objects/18446793/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64308_dd9b570f9410c6f0_b.jpg,https://images.collection.cooperhewitt.org/64308_dd9b570f9410c6f0_sq.jpg,"['#a0522d', '#696969', '#bc8f8f', '#2f4f4f']",#a0522d,3843.06,1
18446845,1939.0,1930.0,43 × 50.8 cm (16 15/16 × 20 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",London Music Festival,https://collection.cooperhewitt.org/objects/18446845/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64309_5c521eb5d4f05137_b.jpg,https://images.collection.cooperhewitt.org/64309_5c521eb5d4f05137_sq.jpg,"['#a0522d', '#daa520', '#2f4f4f']",#a0522d,2184.4,2
18446867,1937.0,1930.0,75.6 × 50.2 cm (29 3/4 × 19 3/4 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Help Wounded Human Beings,https://collection.cooperhewitt.org/objects/18446867/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64940_6339ec171d5ae27e_b.jpg,https://images.collection.cooperhewitt.org/64940_6339ec171d5ae27e_sq.jpg,"['#f5deb3', '#808080', '#d2691e', '#696969', '#bdb76b']",#f5deb3,3795.12,1
18446889,1938.0,1930.0,76 × 50.9 cm (29 15/16 × 20 1/16 in.),"screenprint on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",International Brigade,https://collection.cooperhewitt.org/objects/18446889/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64310_c9c5917bc1a50011_b.jpg,https://images.collection.cooperhewitt.org/64310_c9c5917bc1a50011_sq.jpg,"['#5f9ea0', '#cd853f', '#d2691e', '#f0e68c', '#696969']",#5f9ea0,3868.4,1
18446933,1910.0,1910.0,76.7 x 50.7 cm (30 3/16 x 19 15/16 in.),"offset lithograph on paper, lined",Mrs. E. McKnight Kauffer; 1963: acquired by Museum,Guns By Wyndham Lewis,https://collection.cooperhewitt.org/objects/18446933/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,,,,,https://images.collection.cooperhewitt.org/64289_7161b20f971b5aec_b.jpg,https://images.collection.cooperhewitt.org/64289_7161b20f971b5aec_sq.jpg,"['#2f4f4f', '#808080', '#556b2f']",#2f4f4f,3888.6900000000005,1
18446959,1938.0,1930.0,61 × 45.5 cm (24 × 17 15/16 in.),lithograph on white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Help a Greek Child to Survive,https://collection.cooperhewitt.org/objects/18446959/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65799_eac3b84b4cab0d3f_b.jpg,https://images.collection.cooperhewitt.org/65799_eac3b84b4cab0d3f_sq.jpg,"['#2f4f4f', '#556b2f', '#dcdcdc', '#a9a9a9', '#808080']",#2f4f4f,2775.5,2
18446985,1942.0,1940.0,50.7 × 36.6 cm (19 15/16 × 14 7/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Luchamos por la Libertad de Todos (We Fight for the Freedom of All),https://collection.cooperhewitt.org/objects/18446985/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64311_40b15f26fcf0fb1c_b.jpg,https://images.collection.cooperhewitt.org/64311_40b15f26fcf0fb1c_sq.jpg,"['#191970', '#a0522d', '#bc8f8f', '#2f4f4f', '#000000']",#191970,1855.6200000000001,1
18447031,1944.0,1940.0,63.5 × 48.3 cm (25 × 19 in.),"lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Yugoslav People Led by Tito,https://collection.cooperhewitt.org/objects/18447031/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64312_d7898bad2eb333dd_b.jpg,https://images.collection.cooperhewitt.org/64312_d7898bad2eb333dd_sq.jpg,"['#dcdcdc', '#2f4f4f', '#a0522d', '#a9a9a9', '#696969']",#dcdcdc,3067.0499999999997,1
18447055,1942.0,1940.0,48.9 × 70.6 cm (19 1/4 × 27 13/16 in.),lithograph on white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",The Greatest Show on Earth,https://collection.cooperhewitt.org/objects/18447055/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65800_97411766f4fc9b1a_b.jpg,https://images.collection.cooperhewitt.org/65800_97411766f4fc9b1a_sq.jpg,"['#dcdcdc', '#808080', '#bdb76b', '#483d8b', '#d2b48c']",#dcdcdc,3452.3399999999997,2
18447079,1938.0,1930.0,49.3 × 71 cm (19 7/16 × 27 15/16 in.),lithograph on white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Holidays,https://collection.cooperhewitt.org/objects/18447079/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65801_3148491de059c355_b.jpg,https://images.collection.cooperhewitt.org/65801_3148491de059c355_sq.jpg,"['#dcdcdc', '#daa520', '#a0522d', '#808080', '#2f4f4f']",#dcdcdc,3500.2999999999997,3
18447145,1920.0,1920.0,76.2 × 116.8 cm (30 × 46 in.),screenprint on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",A Subway Poster Pulls,https://collection.cooperhewitt.org/objects/18447145/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/112068_caa3f5ebc853d259_b.jpg,https://images.collection.cooperhewitt.org/112068_caa3f5ebc853d259_sq.jpg,"['#ffe4c4', '#b22222', '#a9a9a9', '#daa520', '#696969']",#ffe4c4,8900.16,1
18447213,1953.0,1950.0,107.3 × 76.4 cm (42 1/4 × 30 1/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum","Ireland, Fly Pan American",https://collection.cooperhewitt.org/objects/18447213/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65109_cd610f5c7630d3e3_b.jpg,https://images.collection.cooperhewitt.org/65109_cd610f5c7630d3e3_sq.jpg,"['#ffebcd', '#bdb76b', '#000000', '#556b2f', '#d2b48c']",#ffebcd,8197.720000000001,1
18447233,1918.0,1910.0,76.5 × 38.8 cm (30 1/8 × 15 1/4 in.),offset lithograph on white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Soaring to Success,https://collection.cooperhewitt.org/objects/18447233/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65803_46e394552f06130c_b.jpg,https://images.collection.cooperhewitt.org/65803_46e394552f06130c_sq.jpg,"['#bdb76b', '#000000', '#556b2f', '#696969']",#bdb76b,2968.2,1
18447235,1945.0,1940.0,106.5 × 71.6 cm (41 15/16 × 28 3/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum","Fly Pan Am, Germany",https://collection.cooperhewitt.org/objects/18447235/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65110_32af6967b1c39cc5_b.jpg,https://images.collection.cooperhewitt.org/65110_32af6967b1c39cc5_sq.jpg,"['#faebd7', '#f0e68c', '#808080', '#2f4f4f', '#bdb76b']",#faebd7,7625.4,1
18447239,1948.0,1940.0,41.9 × 30.5 cm (16 1/2 × 12 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",The Rainbow to Europe,https://collection.cooperhewitt.org/objects/18447239/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64978_b23f6cffe752398a_b.jpg,https://images.collection.cooperhewitt.org/64978_b23f6cffe752398a_sq.jpg,"['#faebd7', '#2f4f4f', '#a9a9a9', '#87ceeb', '#bdb76b']",#faebd7,1277.95,1
18447241,1949.0,1940.0,107 × 71.3 cm (42 1/8 × 28 1/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum","Mexico, Festivals Old and New",https://collection.cooperhewitt.org/objects/18447241/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65111_ad66af5bba03e8bd_b.jpg,https://images.collection.cooperhewitt.org/65111_ad66af5bba03e8bd_sq.jpg,"['#bdb76b', '#2f4f4f', '#a0522d', '#f5deb3', '#d3d3d3']",#bdb76b,7629.099999999999,1
18447243,1944.0,1940.0,41.3 × 30.6 cm (16 1/4 × 12 1/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum","Mexico, Festivals Old and New",https://collection.cooperhewitt.org/objects/18447243/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64979_7be1f605cbf36d27_b.jpg,https://images.collection.cooperhewitt.org/64979_7be1f605cbf36d27_sq.jpg,"['#cd853f', '#2f4f4f', '#a0522d', '#f5deb3', '#556b2f']",#cd853f,1263.78,2
18447247,1953.0,1950.0,107 × 76.2 cm (42 1/8 × 30 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Aloha Hawaii,https://collection.cooperhewitt.org/objects/18447247/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65112_c04254992c5fdad3_b.jpg,https://images.collection.cooperhewitt.org/65112_c04254992c5fdad3_sq.jpg,"['#bdb76b', '#556b2f', '#000000', '#deb887', '#a0522d']",#bdb76b,8153.400000000001,2
18447249,1943.0,1940.0,53.1 × 40.5 cm (20 7/8 × 15 15/16 in.),lithograph on white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Norway Fights On,https://collection.cooperhewitt.org/objects/18447249/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65802_c909bf7b2575b25c_b.jpg,https://images.collection.cooperhewitt.org/65802_c909bf7b2575b25c_sq.jpg,"['#483d8b', '#d2b48c', '#a0522d', '#2f4f4f', '#808080']",#483d8b,2150.55,1
18447251,1942.0,1940.0,50.6 × 36.2 cm (19 15/16 × 14 1/4 in.),offset lithograph on off-white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Libertad de Cultos (Freedom of Worship),https://collection.cooperhewitt.org/objects/18447251/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64313_cd402645cef12496_b.jpg,https://images.collection.cooperhewitt.org/64313_cd402645cef12496_sq.jpg,"['#4682b4', '#556b2f', '#d2691e', '#2f4f4f', '#cd853f']",#4682b4,1831.7200000000003,3
18447253,1915.0,1910.0,75.9 × 50.5 cm (29 7/8 × 19 7/8 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Oxhey Woods,https://collection.cooperhewitt.org/objects/18447253/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65769_0d88f98f59a4f680_b.jpg,https://images.collection.cooperhewitt.org/65769_0d88f98f59a4f680_sq.jpg,"['#2f4f4f', '#dcdcdc', '#556b2f', '#bdb76b', '#2f4f4f']",#2f4f4f,3832.9500000000003,1
18447255,1946.0,1940.0,27.7 × 46.9 cm (10 7/8 × 18 7/16 in.),offset lithograph on paper mounted on board,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Join the Diamond Jubilee,https://collection.cooperhewitt.org/objects/18447255/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/64314_57cd71c9120637ac_b.jpg,https://images.collection.cooperhewitt.org/64314_57cd71c9120637ac_sq.jpg,"['#d3d3d3', '#a0522d', '#daa520', '#8fbc8f', '#8b4513']",#d3d3d3,1299.1299999999999,1
18447257,1946.0,1940.0,104.4 × 78.5 cm (41 1/8 × 30 7/8 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to California,https://collection.cooperhewitt.org/objects/18447257/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65113_3fa58db5258f93ac_b.jpg,https://images.collection.cooperhewitt.org/65113_3fa58db5258f93ac_sq.jpg,"['#778899', '#a0522d', '#cd853f', '#556b2f', '#f0e68c']",#778899,8195.4,2
18447259,1948.0,1940.0,86.7 × 60.8 cm (34 1/8 × 23 15/16 in.),screenprint on tan wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Fashions in Flight,https://collection.cooperhewitt.org/objects/18447259/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/6306_3d85434f5d472e11_b.jpg,https://images.collection.cooperhewitt.org/6306_3d85434f5d472e11_sq.jpg,"['#2f4f4f', '#9acd32', '#cd5c5c', '#bc8f8f', '#696969']",#2f4f4f,5271.36,2
18447261,1948.0,1940.0,101.8 × 76.5 cm (40 1/16 × 30 1/8 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Scandinavia,https://collection.cooperhewitt.org/objects/18447261/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65114_4c1c353f55cbe5e5_b.jpg,https://images.collection.cooperhewitt.org/65114_4c1c353f55cbe5e5_sq.jpg,"['#a0522d', '#2f4f4f', '#483d8b', '#daa520', '#deb887']",#a0522d,7787.7,3
18447263,1947.0,1940.0,107 × 81 cm (42 1/8 × 31 7/8 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines Over the World,https://collection.cooperhewitt.org/objects/18447263/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65115_0727cfb9c13347f6_b.jpg,https://images.collection.cooperhewitt.org/65115_0727cfb9c13347f6_sq.jpg,"['#2f4f4f', '#2f4f4f', '#778899', '#daa520', '#d2691e']",#2f4f4f,8667.0,1
18447265,1944.0,1940.0,107 × 80.8 cm (42 1/8 × 31 13/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to Chicago,https://collection.cooperhewitt.org/objects/18447265/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65116_b901973cf777d9b7_b.jpg,https://images.collection.cooperhewitt.org/65116_b901973cf777d9b7_sq.jpg,"['#2f4f4f', '#c0c0c0', '#778899']",#2f4f4f,8645.6,3
18447267,1948.0,1940.0,102 × 76.8 cm (40 3/16 × 30 1/4 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines,https://collection.cooperhewitt.org/objects/18447267/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65117_0e25bdafad9fdb56_b.jpg,https://images.collection.cooperhewitt.org/65117_0e25bdafad9fdb56_sq.jpg,"['#dcdcdc', '#696969', '#556b2f', '#daa520', '#cd853f']",#dcdcdc,7833.599999999999,4
18447269,1943.0,1940.0,107.1 × 81.3 cm (42 3/16 in. × 32 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to Mexico,https://collection.cooperhewitt.org/objects/18447269/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65118_ca2613ed9f2e82c1_b.jpg,https://images.collection.cooperhewitt.org/65118_ca2613ed9f2e82c1_sq.jpg,"['#2f4f4f', '#dcdcdc', '#8b4513', '#2f4f4f', '#daa520']",#2f4f4f,8707.23,2
18447271,1943.0,1940.0,102 × 76.5 cm (40 3/16 × 30 1/8 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to Europe,https://collection.cooperhewitt.org/objects/18447271/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65119_0389eb3402775124_b.jpg,https://images.collection.cooperhewitt.org/65119_0389eb3402775124_sq.jpg,"['#000000', '#483d8b', '#696969', '#4682b4', '#778899']",#000000,7803.0,3
18447273,1943.0,1940.0,101.4 × 76 cm (39 15/16 × 29 15/16 in.),offset lithograph on white wove paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to New York,https://collection.cooperhewitt.org/objects/18447273/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/90750_7c056c47435fe58c_b.jpg,https://images.collection.cooperhewitt.org/90750_7c056c47435fe58c_sq.jpg,"['#4682b4', '#c0c0c0', '#2f4f4f', '#add8e6', '#a9a9a9']",#4682b4,7706.400000000001,4
18447275,1915.0,1910.0,76.3 × 51 cm (30 1/16 × 20 1/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Godstone,https://collection.cooperhewitt.org/objects/18447275/,United Kingdom,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65770_35562452ab649e03_b.jpg,https://images.collection.cooperhewitt.org/65770_35562452ab649e03_sq.jpg,"['#708090', '#2f4f4f', '#d2b48c', '#f4a460', '#6b8e23']",#708090,3891.2999999999997,2
18447277,1943.0,1940.0,107.2 × 81.3 cm (42 3/16 × 32 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Sweden,https://collection.cooperhewitt.org/objects/18447277/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65120_4b52a6ad09f306de_b.jpg,https://images.collection.cooperhewitt.org/65120_4b52a6ad09f306de_sq.jpg,"['#d3d3d3', '#a0522d', '#2f4f4f', '#a9a9a9', '#cd853f']",#d3d3d3,8715.36,5
18447281,1948.0,1940.0,101.7 × 76.2 cm (40 1/16 × 30 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",East Coast,https://collection.cooperhewitt.org/objects/18447281/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65122_ecfa8f9349fc5062_b.jpg,https://images.collection.cooperhewitt.org/65122_ecfa8f9349fc5062_sq.jpg,"['#808080', '#2f4f4f', '#556b2f', '#696969', '#c0c0c0']",#808080,7749.540000000001,5
18447283,1943.0,1940.0,107.1 × 80.5 cm (42 3/16 × 31 11/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",All Europe,https://collection.cooperhewitt.org/objects/18447283/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65123_181ca2e1664b9b52_b.jpg,https://images.collection.cooperhewitt.org/65123_181ca2e1664b9b52_sq.jpg,"['#4682b4', '#a0522d', '#2f4f4f', '#d2b48c', '#808080']",#4682b4,8621.55,6
18447285,1943.0,1940.0,107.1 × 79.2 cm (42 3/16 × 31 3/16 in.),"offset lithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Winter Sports,https://collection.cooperhewitt.org/objects/18447285/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65124_0b01702d8898cb90_b.jpg,https://images.collection.cooperhewitt.org/65124_0b01702d8898cb90_sq.jpg,"['#a9a9a9', '#dcdcdc', '#a9a9a9', '#696969', '#a0522d']",#a9a9a9,8482.32,7
18447287,1944.0,1940.0,107.1 × 79.4 cm (42 3/16 × 31 1/4 in.),"offset ithograph on paper, lined","Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to England,https://collection.cooperhewitt.org/objects/18447287/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65125_e3986e6dfdca3b53_b.jpg,https://images.collection.cooperhewitt.org/65125_e3986e6dfdca3b53_sq.jpg,"['#a0522d', '#d3d3d3', '#cd853f', '#2f4f4f', '#bc8f8f']",#a0522d,8503.74,4
18447289,1950.0,1950.0,102 × 76.3 cm (40 3/16 × 30 1/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Holy Year,https://collection.cooperhewitt.org/objects/18447289/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65126_c32b10c6155b77c4_b.jpg,https://images.collection.cooperhewitt.org/65126_c32b10c6155b77c4_sq.jpg,"['#000000', '#a9a9a9', '#faebd7', '#a0522d', '#bdb76b']",#000000,7782.599999999999,1
18447291,1943.0,1940.0,101.4 × 76.3 cm (39 15/16 × 30 1/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to New England,https://collection.cooperhewitt.org/objects/18447291/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65127_85b45ea9ea05aed6_b.jpg,https://images.collection.cooperhewitt.org/65127_85b45ea9ea05aed6_sq.jpg,"['#dcdcdc', '#556b2f', '#778899', '#556b2f', '#bdb76b']",#dcdcdc,7736.82,8
18447293,1943.0,1940.0,101.7 × 76.1 cm (40 1/16 × 29 15/16 in.),lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",American Airlines to Europe,https://collection.cooperhewitt.org/objects/18447293/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65128_c3b9271e1c394bb4_b.jpg,https://images.collection.cooperhewitt.org/65128_c3b9271e1c394bb4_sq.jpg,"['#f5deb3', '#cd853f', '#2f4f4f', '#a9a9a9', '#5f9ea0']",#f5deb3,7739.37,9
18447295,1948.0,1940.0,101.8 × 76.7 cm (40 1/16 × 30 3/16 in.),offset lithograph on paper,"Marion Dorn Kauffer, New York, NY; 1963: acquired by Museum",Holland,https://collection.cooperhewitt.org/objects/18447295/,United States,Gift of Mrs. E. McKnight Kauffer,Edward McKnight Kauffer,18041923,https://collection.cooperhewitt.org/people/18041923/,Boy,https://images.collection.cooperhewitt.org/65129_779547b356510c5a_b.jpg,https://images.collection.cooperhewitt.org/65129_779547b356510c5a_sq.jpg,"['#6b8e23', '#2f4f4f', '#d3d3d3', '#daa520', '#a0522d']",#6b8e23,7808.06,6
